train,test
2.0470948233728504E-4,2.071841528357489E-4
2.0463627444200356E-4,2.0705807414783965E-4
2.0459247208197453E-4,2.0728096371362077E-4
2.0453682922829528E-4,2.0721638230766976E-4
2.0448609522003746E-4,2.0712406611798217E-4
2.0441667714386023E-4,2.0709120321185214E-4
2.043525355510689E-4,2.0696398600347128E-4
2.0427463262094362E-4,2.0694973404289228E-4
2.0419922192567642E-4,2.068792662821254E-4
2.0412120134951015E-4,2.06867617201803E-4
2.0405871078691483E-4,2.068453335286208E-4
2.0401982605472964E-4,2.0680003001266684E-4
2.0399453116196618E-4,2.0677565780946968E-4
2.039726053744562E-4,2.0669974713843125E-4
2.0395807916190006E-4,2.0657906479066505E-4
2.039348378436502E-4,2.0640739630818403E-4
2.0389628378186402E-4,2.0617336278376015E-4
2.0384517422546709E-4,2.0609761986518558E-4
2.037994792109886E-4,2.0606070795793464E-4
2.0376844425513344E-4,2.0607750007025868E-4
2.0369889411918818E-4,2.0611272737594376E-4
2.0367176960712818E-4,2.0623631367210416E-4
2.0360659660421547E-4,2.0631475263881762E-4
2.035639316019352E-4,2.0636931451254695E-4
2.0350967117101467E-4,2.0635149786201753E-4
2.0347064902651415E-4,2.0622181500777245E-4
2.0341623945483326E-4,2.0597051989821823E-4
2.0334181200064338E-4,2.058168927783704E-4
2.0329981670256183E-4,2.0559481688333785E-4
2.0323967348429516E-4,2.0539786342481484E-4
2.0317137942046663E-4,2.0506971207534243E-4
2.0309464227754922E-4,2.0483389722099552E-4
2.0299901683924046E-4,2.045977427898893E-4
2.0288773161580148E-4,2.0421104952416855E-4
2.027454520107892E-4,2.040494799143917E-4
2.0266713338467732E-4,2.0379754591207555E-4
2.0259628428840291E-4,2.036896780035561E-4
2.0252488954492195E-4,2.037095076472024E-4
2.0244577831314914E-4,2.0363482351919073E-4
2.0240412799561145E-4,2.0360343264451476E-4
2.0236255746314835E-4,2.035724979919067E-4
2.023165731864308E-4,2.035318917686579E-4
2.022960907301157E-4,2.033981381981042E-4
2.0224758139897198E-4,2.0338507071032628E-4
2.022288890846175E-4,2.032755705693739E-4
2.0219563479686805E-4,2.0322829149333092E-4
2.0216129121356345E-4,2.031873420104909E-4
2.0213319211517025E-4,2.0313812402962826E-4
2.0208732187893504E-4,2.0293247235144085E-4
2.0204155783740008E-4,2.0294427480576705E-4
2.0197129856819895E-4,2.0307023700052667E-4
2.0194148090356344E-4,2.028444659003091E-4
2.0188116840032122E-4,2.028750583577377E-4
2.0180679470527371E-4,2.0292485823921125E-4
2.0172942981468584E-4,2.0283381569538114E-4
2.0167379186971312E-4,2.026405543631315E-4
2.0161941206325352E-4,2.0254343813816978E-4
2.0157439568567264E-4,2.0233995474025422E-4
2.0151986013572663E-4,2.0226998725237884E-4
2.0145240819892946E-4,2.021747562702109E-4
2.0135722905071724E-4,2.0239308018913014E-4
2.0127597747338885E-4,2.0234187710948309E-4
2.0122295019920828E-4,2.0240728810769757E-4
2.0116328412685784E-4,2.0244398925359708E-4
2.0109964392541307E-4,2.024781396029724E-4
2.010368797307326E-4,2.0247810148386124E-4
2.0096856375226627E-4,2.0241728934113564E-4
2.0087996786869976E-4,2.0238425351031604E-4
2.0086607530776988E-4,2.023093620810829E-4
2.0080913068526234E-4,2.0227504613674446E-4
2.007933883938828E-4,2.0218117271574322E-4
2.0077040388711084E-4,2.021017293978928E-4
2.007490039918914E-4,2.020059800720081E-4
2.0072536035442248E-4,2.0187494826834492E-4
2.006921957344481E-4,2.0181249044749305E-4
2.0065845431985362E-4,2.0172987809653843E-4
2.0062869492399138E-4,2.017186100616819E-4
2.0060836804739542E-4,2.016953292745333E-4
2.0057684429694643E-4,2.0165935579740472E-4
2.005157214998598E-4,2.0149061564615233E-4
2.0045086432278462E-4,2.0146123274759805E-4
2.0037626396175411E-4,2.0144298813165818E-4
2.0031212150091546E-4,2.0134951750449032E-4
2.0025927419948465E-4,2.0132034964638872E-4
2.0020255348320064E-4,2.0125418132701826E-4
2.0013635309398041E-4,2.0121034156253998E-4
2.0005436278398722E-4,2.0114465341237992E-4
1.9997198675678507E-4,2.0113073267616306E-4
1.9989630080153285E-4,2.0106334130526502E-4
1.9983001238651007E-4,2.0109814633190393E-4
1.9977936390233543E-4,2.010645296104093E-4
1.997306099462096E-4,2.0109499708920162E-4
1.996765314393279E-4,2.0089536049939185E-4
1.996299804970949E-4,2.009174002519133E-4
1.995925585561485E-4,2.0094561251240102E-4
1.9955858892450643E-4,2.0085255387689862E-4
1.9954561774900638E-4,2.0087204045569817E-4
1.995110112619358E-4,2.009295748094962E-4
1.9946941012960928E-4,2.009265894608941E-4
1.9943473456631195E-4,2.0093941255820133E-4
1.9940002038805392E-4,2.0090673421950116E-4
1.993629963942416E-4,2.0087793119694886E-4
1.9932815007586818E-4,2.008503989437484E-4
1.9929434068511074E-4,2.0083631392083293E-4
1.9925915339249366E-4,2.007703786588108E-4
1.9920458752071366E-4,2.006602011981727E-4
1.9914945571049142E-4,2.00510799421265E-4
1.990878998484604E-4,2.0029861947599116E-4
1.990214182130274E-4,2.0022680891531442E-4
1.98975134491795E-4,2.0010702464968847E-4
1.9893606670737824E-4,2.0011976043280541E-4
1.9889994691917352E-4,2.002214960299112E-4
1.988726626417413E-4,2.002165008034751E-4
1.988451136522294E-4,2.0030674023505994E-4
1.988033881065954E-4,2.002566130433212E-4
1.98759651044648E-4,2.0022865810751336E-4
1.9869887064151925E-4,2.000733466959952E-4
1.986421121443263E-4,1.9975316181208397E-4
1.985769255400761E-4,1.9955832372161068E-4
1.985491241300193E-4,1.9956183802857897E-4
1.985210974537501E-4,1.9954068508640796E-4
1.984766965296628E-4,1.9953079406318265E-4
1.9843196499570598E-4,1.9924339273772945E-4
1.9837085025206736E-4,1.9931877948694255E-4
1.9834495603389548E-4,1.9908562375066448E-4
1.983034359969439E-4,1.9886579632049148E-4
1.982655493446221E-4,1.9869025168987986E-4
1.9822761329044342E-4,1.9848427140944108E-4
1.9816696763500833E-4,1.9829320871717808E-4
1.980947483494361E-4,1.9814990154559887E-4
1.9801444244825888E-4,1.9807448068482578E-4
1.9795613564543095E-4,1.9805525090951445E-4
1.9791242451547178E-4,1.9806912429938637E-4
1.97866470070772E-4,1.9809838572317517E-4
1.9781712073094922E-4,1.981154569873975E-4
1.9776584607439653E-4,1.9810742052448475E-4
1.9771609539139743E-4,1.9807002577990664E-4
1.97671943544081E-4,1.9799905791342996E-4
1.9765390678410264E-4,1.9795279526067946E-4
1.976066361280271E-4,1.9794256305847666E-4
1.9756444306669036E-4,1.9795137636844675E-4
1.9750000896249966E-4,1.9789181636515222E-4
1.9748742617121625E-4,1.9788265024529492E-4
1.9742172186447293E-4,1.9789355863714532E-4
1.9737093074501198E-4,1.978110760598231E-4
1.973192982659432E-4,1.9777904643480674E-4
1.9726366369098573E-4,1.976882225936925E-4
1.9721520031342222E-4,1.975889587025505E-4
1.9717206490882887E-4,1.975148130217062E-4
1.9712908663146498E-4,1.9743599038898657E-4
1.9708330299803722E-4,1.9733872003704399E-4
1.9702240484976578E-4,1.9731494514913555E-4
1.9695765874629635E-4,1.972004240029735E-4
1.9690015137132177E-4,1.9723904731489122E-4
1.9684010527945686E-4,1.9721647543736851E-4
1.9679459922462134E-4,1.9719195663643453E-4
1.9675491469951504E-4,1.9716901292939003E-4
1.9670619277851326E-4,1.97134708441917E-4
1.9666720375183954E-4,1.9701879169529326E-4
1.9662406065954646E-4,1.9697592463895547E-4
1.9658043157106496E-4,1.969542673298285E-4
1.965324586805568E-4,1.9693094176171207E-4
1.9646105485477297E-4,1.9694587795379806E-4
1.9640262875161716E-4,1.9681499372868578E-4
1.9632401105044458E-4,1.9690845598871877E-4
1.962734481841764E-4,1.9661692224895113E-4
1.9621564301176852E-4,1.9645253994275745E-4
1.961734439338979E-4,1.9627047397563258E-4
1.9613296509317336E-4,1.961733715588379E-4
1.9609701810252382E-4,1.9614300634244222E-4
1.9606808677576066E-4,1.9606983030438834E-4
1.96045126429647E-4,1.9610201432773965E-4
1.9602071288145925E-4,1.9606324528420013E-4
1.960016166312601E-4,1.960688032173237E-4
1.9597767338528778E-4,1.9611634397203703E-4
1.9595252625749548E-4,1.9609845732839826E-4
1.9593334149781884E-4,1.9616653633840804E-4
1.958959639912397E-4,1.962147581805184E-4
1.9586607920486562E-4,1.9622868242463273E-4
1.958294193277493E-4,1.961965863247732E-4
1.9578998289370916E-4,1.961155153294853E-4
1.9576526122148428E-4,1.960280251480458E-4
1.9571941974120445E-4,1.9594545466505996E-4
1.9566927557189537E-4,1.9588271698980046E-4
1.9563005213454372E-4,1.959991151081854E-4
1.9559647269288367E-4,1.958077631249827E-4
1.9553084074656757E-4,1.95803583819619E-4
1.954912355827564E-4,1.957686533521242E-4
1.9543615267390805E-4,1.9572047352476435E-4
1.9539003861045707E-4,1.956575425852791E-4
1.9533004007068534E-4,1.9553145535597331E-4
1.9528671784995605E-4,1.9545394245956127E-4
1.9525213412208711E-4,1.9539369101982248E-4
1.9522074695991996E-4,1.9528989547858583E-4
1.9518820577901305E-4,1.951713264315232E-4
1.9514822499382953E-4,1.9509500343423163E-4
1.951277252824594E-4,1.949288258197362E-4
1.950904987818388E-4,1.948359250138597E-4
1.9504977202920002E-4,1.949001297675219E-4
1.9499159530391778E-4,1.948537094077967E-4
1.9494215079315675E-4,1.949502336831657E-4
1.9488422700192747E-4,1.9489105827038983E-4
1.948141499956836E-4,1.94919721649431E-4
1.9475159945055626E-4,1.94905084673848E-4
1.9467852125787787E-4,1.949888232593638E-4
1.946151215565304E-4,1.9491758248616463E-4
1.945659955177642E-4,1.9482536620827598E-4
1.945199512652768E-4,1.94841190458317E-4
1.94472076623273E-4,1.9487557394137506E-4
1.9443091647080508E-4,1.9491541447487265E-4
1.9440539947774093E-4,1.9491658432670185E-4
1.9438010504137866E-4,1.9494193206085085E-4
1.9435684532021624E-4,1.94763223116165E-4
1.943369175753328E-4,1.9485996870875107E-4
1.9430171486489817E-4,1.9487695093823435E-4
1.9425659778816998E-4,1.9483455991375003E-4
1.9422254253661093E-4,1.9461614036057635E-4
1.9420021308466344E-4,1.9468908365930833E-4
1.941602583310387E-4,1.9471985797336457E-4
1.941147636469075E-4,1.9465624153484294E-4
1.9405845267148693E-4,1.946929055741426E-4
1.9399832568537214E-4,1.9451761983806668E-4
1.939441167869526E-4,1.9440279564727586E-4
1.9391015172286514E-4,1.943703872746209E-4
1.9388989684072163E-4,1.9433545418406348E-4
1.938628082364413E-4,1.9417644337367182E-4
1.9380635259607398E-4,1.942003083786781E-4
1.9374710706149685E-4,1.9399209930703052E-4
1.9368785398115825E-4,1.9378794679882763E-4
1.9363511202319373E-4,1.9374732441897454E-4
1.9360069660054547E-4,1.9365414744020523E-4
1.9355620815851224E-4,1.9363718030931522E-4
1.9350141085392106E-4,1.9358657957663065E-4
1.9344818429918077E-4,1.9351102680807128E-4
1.933780629340251E-4,1.9351026206014576E-4
1.9336181110862479E-4,1.9346387170944142E-4
1.933026035907847E-4,1.9339778695582697E-4
1.93255861056735E-4,1.9340171679021608E-4
1.9322818148296598E-4,1.933870057846163E-4
1.9320441349990358E-4,1.933357835824703E-4
1.931745345599599E-4,1.932006354089965E-4
1.9313956485908444E-4,1.9311024443983618E-4
1.931208260658608E-4,1.9301348895655265E-4
1.9310261621896248E-4,1.9296441718015322E-4
1.9308321968217472E-4,1.9288699673469873E-4
1.9304508921353812E-4,1.928916504309086E-4
1.930195406613622E-4,1.9289797868794303E-4
1.9299875729111176E-4,1.9289320369803554E-4
1.9296962908928384E-4,1.9284002939574775E-4
1.929292041163003E-4,1.928328715292282E-4
1.9288538465347978E-4,1.9261999061614927E-4
1.928188170676346E-4,1.9260396554461324E-4
1.927617449970849E-4,1.925811434468871E-4
1.9273261779768558E-4,1.9256217737129286E-4
1.9270961828486986E-4,1.9253444370716463E-4
1.9267923277248338E-4,1.9256298593248552E-4
1.926379950227531E-4,1.9255800372832416E-4
1.9258318867899644E-4,1.927408782267557E-4
1.92511032760006E-4,1.9287597749818926E-4
1.9246921273203524E-4,1.9282262602775719E-4
1.9237850696282585E-4,1.9285438102261868E-4
1.923127638080342E-4,1.928741447072687E-4
1.9225881097226712E-4,1.929709697738974E-4
1.9219497784937113E-4,1.9297533089315493E-4
1.9213844203042773E-4,1.931193027149942E-4
1.9211900206766403E-4,1.930327130187682E-4
1.9208197414508378E-4,1.9289377380095896E-4
1.920544690123756E-4,1.9280152297757836E-4
1.920200301819745E-4,1.9280812437180188E-4
1.920007624093487E-4,1.9283242397306625E-4
1.9198512886186328E-4,1.928337484676236E-4
1.9196456112702024E-4,1.928945379836427E-4
1.919470883303262E-4,1.9272204163114478E-4
1.9193420854297358E-4,1.9269977895884497E-4
1.9190161085269337E-4,1.9264810707811766E-4
1.9184625322706355E-4,1.9253199145641758E-4
1.9178587084239037E-4,1.9235832855832107E-4
1.9171555108208352E-4,1.9230510958674821E-4
1.9166074582839583E-4,1.9224923087272824E-4
1.9160674983460758E-4,1.922067874579417E-4
1.9154140695299673E-4,1.9212982375423884E-4
1.9151900811431794E-4,1.9217943618800922E-4
1.914824976958822E-4,1.921831255034154E-4
1.9145100710544116E-4,1.9214160828477005E-4
1.9141255466038995E-4,1.920558183108513E-4
1.9136895945898294E-4,1.920350872103585E-4
1.913202654456665E-4,1.9204322467826187E-4
1.9127382400980602E-4,1.9202839748487727E-4
1.912226293530163E-4,1.9200182223378095E-4
1.9116957866670368E-4,1.9200264336742944E-4
1.9111207766148538E-4,1.9190621213051076E-4
1.910553768993974E-4,1.9186401577576292E-4
1.909920113901654E-4,1.917915266015443E-4
1.9095036702808447E-4,1.917336448409657E-4
1.9092893635411367E-4,1.9171313398208922E-4
1.9091514568399338E-4,1.9170302288202694E-4
1.9090450137452145E-4,1.9169906398523807E-4
1.9089557081683006E-4,1.9171148227480143E-4
1.908843090207124E-4,1.9171421248176146E-4
1.908608507978015E-4,1.918566252921846E-4
1.9082236654798722E-4,1.9188366427418094E-4
1.9079583894060498E-4,1.9186177728088344E-4
1.9075790973779568E-4,1.9182543999969847E-4
1.907177602906361E-4,1.918255259433571E-4
1.9068573542643544E-4,1.9166408875606302E-4
1.9063732572083096E-4,1.9165032389179256E-4
1.9060203764145254E-4,1.9164514382615105E-4
1.905615467914897E-4,1.9164221194177192E-4
1.905343473042742E-4,1.9161305864666186E-4
1.904887901233319E-4,1.915893148079417E-4
1.904443452288821E-4,1.9150832642883317E-4
1.9042773852869446E-4,1.9172940101323861E-4
1.903848952490977E-4,1.9145204551914647E-4
1.90310158007531E-4,1.9145156462696777E-4
1.9022258961694133E-4,1.914789805205612E-4
1.90137571422094E-4,1.9155235211521033E-4
1.901051473594428E-4,1.9155411018550477E-4
1.9007939122970324E-4,1.9155207401550846E-4
1.9006121181386695E-4,1.9154968531692832E-4
1.9004300939946508E-4,1.9159619794989398E-4
1.9001561843089173E-4,1.9166000483185656E-4
1.899765842651569E-4,1.9170384370019954E-4
1.899381348967587E-4,1.9160032248391188E-4
1.8990902512964922E-4,1.9159571006964156E-4
1.898942211584051E-4,1.9153763998678563E-4
1.898712629053282E-4,1.9146270241970282E-4
1.8984212306140876E-4,1.9145031590935387E-4
1.8981911925177648E-4,1.9147237400617828E-4
1.8979650894807598E-4,1.9148563086783394E-4
1.8977531047275278E-4,1.9149577431757482E-4
1.8975790985004102E-4,1.91495418758705E-4
1.897391283442307E-4,1.9162639545883037E-4
1.8972678648312115E-4,1.913850285603944E-4
1.8969076411518184E-4,1.913832054786232E-4
1.8963180261405302E-4,1.9126159971099923E-4
1.8956469083500861E-4,1.9119697285512776E-4
1.8947758066615092E-4,1.9106021704665252E-4
1.893861232067936E-4,1.9092181760625392E-4
1.893512279996555E-4,1.90901718863212E-4
1.8927707526015814E-4,1.9084125162778715E-4
1.8923623965094084E-4,1.9088221279799095E-4
1.891954237762311E-4,1.9083278048428573E-4
1.891667035882507E-4,1.9082451454579882E-4
1.891318362934757E-4,1.907881627603933E-4
1.890900163018604E-4,1.9091653544820342E-4
1.890672256409516E-4,1.9086504202897684E-4
1.8904485405074912E-4,1.9063155287008082E-4
1.8899434073713022E-4,1.9084408681252027E-4
1.8894806860945658E-4,1.907967847376397E-4
1.8891723191749729E-4,1.9082625456753446E-4
1.8887348775340415E-4,1.9081262999344752E-4
1.888466516391815E-4,1.9083863478553884E-4
1.8882832897829482E-4,1.9081808944719118E-4
1.8880857909432674E-4,1.9077709646497925E-4
1.8878477390635794E-4,1.9070430397931907E-4
1.887557473779985E-4,1.9067062739859335E-4
1.8872382355782688E-4,1.903952707889274E-4
1.887174528349044E-4,1.9055233102658486E-4
1.886698915635868E-4,1.906264171125557E-4
1.8864193507728229E-4,1.9066957568720372E-4
1.885983611532691E-4,1.9064950348290826E-4
1.8856085400362208E-4,1.9060230421255443E-4
1.885301656647054E-4,1.904646943222221E-4
1.8849399254044602E-4,1.9044956966501815E-4
1.8845889072648133E-4,1.9036767136713752E-4
1.884324937123695E-4,1.904295858835123E-4
1.884057754980887E-4,1.9048300891672334E-4
1.8838469996268668E-4,1.9052030236440653E-4
1.88362127470608E-4,1.9046797969556826E-4
1.8833804042186534E-4,1.904948894728501E-4
1.8831862600757337E-4,1.903510789998891E-4
1.882974145065356E-4,1.9012370742697908E-4
1.88275920929791E-4,1.901970112087155E-4
1.8824667750123538E-4,1.9027380218345893E-4
1.882168526559052E-4,1.9035746584789785E-4
1.8818344400570896E-4,1.903565850032426E-4
1.881530589276471E-4,1.9031548169367915E-4
1.8812294246574364E-4,1.9021539895677306E-4
1.8809294869908397E-4,1.900644389545602E-4
1.8805266181920013E-4,1.899432263743874E-4
1.8801749256123628E-4,1.897936956661414E-4
1.8798049808140143E-4,1.897846997507793E-4
1.8795786122608482E-4,1.898467652345E-4
1.87922751694251E-4,1.8986651886500658E-4
1.878642240529045E-4,1.8990860668724886E-4
1.8784938267338392E-4,1.8991754084361477E-4
1.8782162341344352E-4,1.898617479473597E-4
1.8777434388187662E-4,1.8994300938177938E-4
1.877356761449316E-4,1.8986738820156416E-4
1.8769343522393632E-4,1.8972759977188227E-4
1.8763229760713592E-4,1.8969625068351046E-4
1.8759820069837668E-4,1.8956527707547809E-4
1.8757203699256878E-4,1.8957024611093102E-4
1.8754498306069529E-4,1.8956039325141285E-4
1.8752415533733355E-4,1.8953621266494533E-4
1.8750984733574788E-4,1.8953185449350715E-4
1.8749923305685028E-4,1.8953885760331906E-4
1.8748813898482073E-4,1.8957301073205168E-4
1.874788431132662E-4,1.8957750568939614E-4
1.8747206110817237E-4,1.896116529193509E-4
1.8745027604563392E-4,1.8962342987304372E-4
1.874286645191056E-4,1.8962873672697623E-4
1.8740374558276693E-4,1.8960842616620518E-4
1.8737414232061452E-4,1.8956173159056814E-4
1.87330728656934E-4,1.89541665591119E-4
1.8727895160913953E-4,1.894055281410051E-4
1.8721359442131267E-4,1.894761116903054E-4
1.8716168490256067E-4,1.8929539632473304E-4
1.8709584774833043E-4,1.8915272339511754E-4
1.8703664915955742E-4,1.8908653232402954E-4
1.8700428008504717E-4,1.8904697937093014E-4
1.8697340561448474E-4,1.8905534412915165E-4
1.869476665611935E-4,1.8904995892354286E-4
1.8691042430210266E-4,1.8905316701226026E-4
1.8688412361824534E-4,1.890896261425379E-4
1.8685226579698432E-4,1.8903177341336367E-4
1.8683213218663027E-4,1.889333016761907E-4
1.8680591594195088E-4,1.8895930370468276E-4
1.8678888370098943E-4,1.8890220628602663E-4
1.8676995537689756E-4,1.888985756232632E-4
1.8676290107735348E-4,1.8888781064393332E-4
1.8672555807337242E-4,1.8891394171632913E-4
1.8670438539192933E-4,1.8899214474618655E-4
1.866881234103759E-4,1.8893777833115836E-4
1.8666443721884437E-4,1.8892382635808514E-4
1.8664569718636876E-4,1.888908084415389E-4
1.866235912478471E-4,1.8891084878713195E-4
1.8661287924421545E-4,1.8895395421967773E-4
1.8658198997857298E-4,1.8901608145343546E-4
1.865544614004983E-4,1.8906078532834566E-4
1.8653727216201595E-4,1.8892387347784815E-4
1.865112085233545E-4,1.8891492484659502E-4
1.864663197124147E-4,1.888243912968602E-4
1.8641578865426833E-4,1.886704800870365E-4
1.8635368976420346E-4,1.886697122494639E-4
1.8631434856260443E-4,1.8850506289929672E-4
1.862807603556297E-4,1.884933067418419E-4
1.8624906449138186E-4,1.8849643305722186E-4
1.8622107961857386E-4,1.8847115607055872E-4
1.8619804847196342E-4,1.884351116096051E-4
1.861806856945319E-4,1.8838897352059077E-4
1.861641135742178E-4,1.8832183027516142E-4
1.8614414142303259E-4,1.8825736226897515E-4
1.861184606871677E-4,1.8820824181502524E-4
1.8608699930171665E-4,1.8814546812791138E-4
1.860691314501378E-4,1.8816842793599556E-4
1.8605307718716675E-4,1.881700351585207E-4
1.8604217276696158E-4,1.8815213851636358E-4
1.8602046007771273E-4,1.880783523421913E-4
1.859807018705464E-4,1.8807550538220397E-4
1.8596581467140996E-4,1.880095386291278E-4
1.8593540318800712E-4,1.8801331582975208E-4
1.8591364723568422E-4,1.8800643378746922E-4
1.8590080111927093E-4,1.8802229312871825E-4
1.8588225184155586E-4,1.8802475211154615E-4
1.858535669951407E-4,1.880574104213694E-4
1.8582654164286025E-4,1.8806166815856185E-4
1.858088860127011E-4,1.879488114583169E-4
1.857815630457663E-4,1.878905520591145E-4
1.857452943693964E-4,1.8799642480161972E-4
1.8571554501361386E-4,1.8792059907466363E-4
1.8569484511248607E-4,1.8788218617780158E-4
1.8566474108222184E-4,1.879994668885023E-4
1.8560465076926058E-4,1.8798945438570818E-4
1.855917576871769E-4,1.8797521071114252E-4
1.8555393559917412E-4,1.8802442272009812E-4
1.8551262768795324E-4,1.8803010408719633E-4
1.8548325751572404E-4,1.8801104917200078E-4
1.8546413163944952E-4,1.8794514058749297E-4
1.8543785004395362E-4,1.8782255516115254E-4
1.853996676295168E-4,1.8777554194699167E-4
1.8537384911708615E-4,1.87686085791877E-4
1.8534503501772853E-4,1.8769718741021112E-4
1.8532377616018307E-4,1.8768581721908108E-4
1.8530551551689282E-4,1.8774265410896105E-4
1.8529288641276132E-4,1.877598231910766E-4
1.852735768961007E-4,1.8781685899903032E-4
1.8523744375606397E-4,1.878195801673821E-4
1.8519553545984967E-4,1.8771509897233817E-4
1.8514701782108254E-4,1.8794692398022464E-4
1.8513372950938013E-4,1.8770018439127052E-4
1.8508369629722358E-4,1.8764322951911013E-4
1.850517568697548E-4,1.8757435796671213E-4
1.8499888209847973E-4,1.874950001989449E-4
1.8495012041168637E-4,1.8764169978851972E-4
1.849111633117584E-4,1.8757355439068775E-4
1.848676271201392E-4,1.8750177990670125E-4
1.8482665835244254E-4,1.8743134963706407E-4
1.8480199865805573E-4,1.87287779141285E-4
1.8476899272087027E-4,1.8726308583496534E-4
1.847210862181141E-4,1.8724910426898812E-4
1.846647218918229E-4,1.8723949121349904E-4
1.8460141581347627E-4,1.8740321658599517E-4
1.845509471919431E-4,1.8733719578520008E-4
1.8449677794667987E-4,1.8732781611551137E-4
1.8446674371214186E-4,1.8721590514545765E-4
1.8444196695741147E-4,1.8711422714681877E-4
1.8441255108368453E-4,1.8700878152448712E-4
1.8437901265681592E-4,1.8693873269381715E-4
